Brand,Price,Color,GPU,Processor Speed,Display Width,Display Height,OS,Storage Type,Hard Drive Capacity,SSD Capacity,Screen Size (cm),Ram Size,Price per Screen Size,Price per Display Height,Price per Display Width,Bluetooth,Touchscreen,WiFi,Webcam
samsung,89.94,silver,other,2.55,779.2421706908917,447.9493186708104,windows,other,98.89,128.0,14.0,4.0,6.424285714285714,0.20078164259045392,0.1154198314501606,Yes,No,Yes,No
dell,118.0,other,other,2.4,1366.0,768.0,unknown,ssd,98.89,2000.0,14.0,5.98,8.428571428571429,0.15364583333333334,0.08638360175695461,Yes,No,Yes,Yes
hp,180.0,silver,intel,2.4,1366.0,768.0,windows,ssd,256.0,256.0,14.0,16.0,12.857142857142858,0.234375,0.13177159590043924,Yes,No,Yes,Yes
dell,310.0,black,intel,3.4,1920.0,1080.0,windows,ssd,2000.0,205.95,14.0,5.98,22.142857142857142,0.28703703703703703,0.16145833333333334,Yes,No,Yes,Yes
lenovo,727.5,other,other,2.7,779.2421706908917,447.9493186708104,windows,unknown,32.0,256.0,15.6,32.0,46.63461538461539,1.6240676560435316,0.9335993704691109,No,Yes,No,No
lg,649.0,gray,intel,2.9,2560.0,1600.0,windows,ssd,98.89,512.0,17.0,16.0,38.1764705882353,0.405625,0.253515625,No,No,No,No
hp,55.0,brown,other,1.66,1024.0,600.0,windows,hdd/ssd,1.0,205.95,10.1,1.0,5.445544554455446,0.09166666666666666,0.0537109375,Yes,No,Yes,Yes
lenovo,230.0,black,amd,2.1,1920.0,1080.0,windows,ssd,98.89,256.0,14.0,16.0,16.428571428571427,0.21296296296296297,0.11979166666666667,Yes,No,Yes,Yes
lenovo,740.0,black,amd,3.3,1920.0,1200.0,windows,ssd,98.89,512.0,14.0,16.0,52.857142857142854,0.6166666666666667,0.3854166666666667,Yes,No,Yes,Yes
dell,599.0,other,other,1.9,779.2421706908917,447.9493186708104,windows,ssd,512.0,512.0,11.6,16.0,51.63793103448276,1.3372048466942617,0.7686955641388281,No,Yes,No,No
lenovo,280.0,black,intel,1.7,1920.0,1080.0,windows,ssd,500.0,500.0,14.0,16.0,20.0,0.25925925925925924,0.14583333333333334,Yes,No,Yes,Yes
lenovo,655.0,gray,nvidia,3.3,3072.0,1920.0,windows,ssd,98.89,1000.0,14.5,32.0,45.172413793103445,0.3411458333333333,0.21321614583333334,Yes,Yes,Yes,Yes
dell,199.0,other,other,1.1861742242409754,779.2421706908917,447.9493186708104,windows,unknown,98.89,205.95,13.0,5.98,15.307692307692308,0.4442466852957564,0.2553763226437843,No,No,No,No
dell,95.0,multicolor,intel,2.48,1366.0,768.0,chrome,emmc,32.0,32.0,11.6,4.0,8.189655172413794,0.12369791666666667,0.06954612005856516,Yes,Yes,Yes,Yes
dell,150.0,black,other,2.4,1920.0,1280.0,windows,ssd,98.89,128.0,11.0,4.0,13.636363636363637,0.1171875,0.078125,No,No,No,Yes
hp,370.0,silver,intel,2.4,1920.0,1080.0,windows,ssd,256.0,256.0,15.6,8.0,23.71794871794872,0.3425925925925926,0.19270833333333334,Yes,No,No,Yes
dell,80.0,black,intel,2.5,1024.0,768.0,windows,hdd/ssd,160.0,205.95,14.1,4.0,5.673758865248227,0.10416666666666667,0.078125,No,No,Yes,No
lenovo,250.2,other,nvidia,1.1861742242409754,779.2421706908917,447.9493186708104,windows,unknown,98.89,1000.0,15.6,5.98,16.038461538461537,0.558545329954765,0.32108118555514986,No,No,No,No
acer,399.0,silver,intel,1.1,1920.0,1080.0,windows,ssd,1000.0,1000.0,15.6,20.0,25.576923076923077,0.36944444444444446,0.2078125,Yes,No,Yes,Yes
hp,59.94,black,intel,2.16,1366.0,768.0,chrome,emmc,16.0,16.0,11.6,4.0,5.167241379310345,0.078046875,0.04387994143484626,Yes,No,Yes,Yes
hp,599.0,silver,intel,2.4,1920.0,1080.0,unknown,ssd,98.89,128.0,14.0,8.0,42.785714285714285,0.5546296296296296,0.31197916666666664,Yes,No,No,Yes
microsoft,355.0,platinum,other,1.1,2736.0,1824.0,windows,ssd,98.89,256.0,12.3,8.0,28.861788617886177,0.19462719298245615,0.1297514619883041,Yes,Yes,No,Yes
dell,150.0,black,intel,2.4,779.2421706908917,447.9493186708104,unknown,unknown,98.89,205.95,14.0,16.0,10.714285714285714,0.3348593105244395,0.19249471556064143,No,Yes,No,No
dell,199.0,black,intel,2.3,779.2421706908917,447.9493186708104,windows,ssd,98.89,250.0,14.0,12.0,14.214285714285714,0.4442466852957564,0.2553763226437843,Yes,No,Yes,Yes
acer,80.0,black,other,1.1,779.2421706908917,447.9493186708104,chrome,ssd,32.0,32.0,11.6,4.0,6.8965517241379315,0.17859163227970107,0.10266384829900876,No,Yes,No,No
dell,369.0,black,intel,3.6,1366.0,768.0,windows,ssd,512.0,512.0,14.0,16.0,26.357142857142858,0.48046875,0.27013177159590046,Yes,No,Yes,Yes
hp,56.0,black,intel,1.6,1366.0,768.0,chrome,ssd,16.0,16.0,11.6,4.0,4.827586206896552,0.07291666666666667,0.040995607613469986,Yes,No,No,Yes
dell,284.0,gray,intel,2.0,1028.0,800.0,windows,ssd,256.0,256.0,15.4,4.0,18.441558441558442,0.355,0.27626459143968873,No,No,No,No
hp,120.0,black,amd,2.0,1366.0,768.0,windows,hdd/ssd,1000.0,205.95,15.0,8.0,8.0,0.15625,0.08784773060029283,Yes,Yes,Yes,Yes
dell,280.0,other,intel,3.0,779.2421706908917,447.9493186708104,windows,ssd,98.89,500.0,15.6,32.0,17.94871794871795,0.6250707129789538,0.3593234690465307,No,No,Yes,No
lenovo,105.0,black,intel,2.6,1920.0,1080.0,windows,ssd,256.0,256.0,14.5,8.0,7.241379310344827,0.09722222222222222,0.0546875,No,No,No,No
dell,750.0,black,other,2.5,1366.0,768.0,windows,ssd,512.0,512.0,15.6,16.0,48.07692307692308,0.9765625,0.5490483162518301,Yes,No,Yes,Yes
samsung,50.0,silver,other,1.1,779.2421706908917,447.9493186708104,chrome,unknown,4.0,205.95,11.0,4.0,4.545454545454546,0.11161977017481317,0.06416490518688048,No,No,No,No
dell,98.0,black,intel,1.6,1366.0,768.0,unknown,ssd,500.0,256.0,14.0,8.0,7.0,0.12760416666666666,0.07174231332357248,Yes,Yes,Yes,Yes
lenovo,309.5,other,other,1.8,779.2421706908917,447.9493186708104,windows,ssd,98.89,256.0,14.0,16.0,22.107142857142858,0.6909263773820935,0.3971807631067901,No,No,No,No
acer,40.0,black,intel,1.6,1366.0,768.0,chrome,ssd,32.0,32.0,11.6,4.0,3.4482758620689657,0.052083333333333336,0.029282576866764276,Yes,No,Yes,Yes
hp,65.0,black,other,2.16,1366.0,768.0,chrome,emmc,16.0,16.0,14.0,4.0,4.642857142857143,0.08463541666666667,0.04758418740849195,Yes,No,Yes,Yes
dell,229.0,black,intel,2.7,1366.0,768.0,windows,ssd,1000.0,1000.0,14.0,16.0,16.357142857142858,0.2981770833333333,0.16764275256222547,No,No,Yes,No
lenovo,42.0,black,other,2.0,779.2421706908917,447.9493186708104,chrome,ssd,16.0,16.0,11.6,4.0,3.6206896551724137,0.09376060694684306,0.0538985203569796,Yes,No,Yes,No
dell,350.0,black,intel,2.6,1920.0,1080.0,windows,ssd,98.89,128.0,12.5,8.0,28.0,0.32407407407407407,0.18229166666666666,Yes,No,No,Yes
lenovo,660.0,other,amd,2.0,1920.0,1200.0,windows,ssd,1000.0,1000.0,13.0,16.0,50.76923076923077,0.55,0.34375,Yes,Yes,Yes,Yes
dell,368.0,other,amd,1.9,1920.0,1080.0,windows,ssd,98.89,1000.0,15.6,16.0,23.58974358974359,0.34074074074074073,0.19166666666666668,No,No,Yes,Yes
hp,79.0,other,other,2.6,779.2421706908917,447.9493186708104,unknown,other,98.89,205.95,12.5,5.98,6.32,0.1763592368762048,0.10138055019527115,No,No,No,No
hp,50.0,black,intel,2.16,1366.0,768.0,windows,emmc,32.0,32.0,11.6,2.0,4.310344827586207,0.06510416666666667,0.036603221083455345,Yes,No,Yes,Yes
hp,200.0,gray,amd,1.6,779.2421706908917,447.9493186708104,chrome,ssd,98.89,32.0,14.0,4.0,14.285714285714286,0.4464790806992527,0.2566596207475219,Yes,No,Yes,Yes
dell,230.0,black,intel,3.9,779.2421706908917,447.9493186708104,windows,ssd,512.0,512.0,14.0,32.0,16.428571428571427,0.5134509428041406,0.29515856385965017,Yes,No,No,Yes
lenovo,110.0,black,amd,1.1,1366.0,768.0,windows,ssd,64.0,64.0,11.5,64.0,9.565217391304348,0.14322916666666666,0.08052708638360176,No,No,No,Yes
hp,225.0,other,other,1.1861742242409754,779.2421706908917,447.9493186708104,unknown,ssd,512.0,512.0,15.6,32.0,14.423076923076923,0.5022889657866593,0.28874207334096214,No,No,No,No
dell,105.0,black,other,2.6,1920.0,1080.0,unknown,ssd,256.0,256.0,14.0,8.0,7.5,0.09722222222222222,0.0546875,No,No,No,No
acer,35.0,black,amd,1.8,779.2421706908917,447.9493186708104,chrome,emmc,32.0,32.0,11.6,4.0,3.0172413793103448,0.07813383912236922,0.044915433630816334,No,No,Yes,Yes
dell,170.9,other,other,1.9,779.2421706908917,447.9493186708104,windows,ssd,98.89,256.0,12.5,5.98,13.672,0.3815163744575114,0.21931564592875746,No,No,No,No
hp,48.47,other,other,1.6,779.2421706908917,447.9493186708104,chrome,unknown,98.89,32.0,14.0,5.98,3.462142857142857,0.10820420520746388,0.06220145908816193,Yes,No,Yes,Yes
lenovo,85.0,black,intel,2.66,1600.0,900.0,windows,hdd/ssd,320.0,205.95,15.6,4.0,5.448717948717949,0.09444444444444444,0.053125,No,No,No,No
samsung,130.0,black,intel,1.6,1366.0,768.0,windows,ssd,128.0,128.0,11.6,4.0,11.206896551724139,0.16927083333333334,0.0951683748169839,Yes,Yes,Yes,Yes
lenovo,382.0,other,intel,2.4,1920.0,1080.0,windows,ssd,98.89,512.0,13.3,8.0,28.721804511278194,0.3537037037037037,0.19895833333333332,Yes,Yes,Yes,Yes
asus,349.0,blue,intel,1.5,1920.0,1080.0,windows,ssd,512.0,512.0,17.3,8.0,20.173410404624278,0.32314814814814813,0.18177083333333333,Yes,No,Yes,Yes
hp,325.0,silver,amd,2.8,1920.0,1080.0,windows,ssd,512.0,512.0,15.6,16.0,20.833333333333332,0.30092592592592593,0.16927083333333334,Yes,No,Yes,Yes
lenovo,305.0,black,other,2.0,779.2421706908917,447.9493186708104,windows,ssd,256.0,256.0,14.0,8.0,21.785714285714285,0.6808805980663604,0.3914059216399709,No,No,No,No
dell,103.4,black,intel,2.0,1366.0,768.0,windows,hdd/ssd,500.0,205.95,15.6,4.0,6.628205128205129,0.13463541666666667,0.07569546120058565,Yes,No,Yes,Yes
lenovo,299.0,black,intel,1.7,1920.0,1080.0,windows,ssd,1000.0,1000.0,14.0,32.0,21.357142857142858,0.27685185185185185,0.15572916666666667,No,No,No,No
lenovo,490.0,gray,intel,1.8,1920.0,1080.0,windows,ssd,1000.0,1000.0,14.0,16.0,35.0,0.4537037037037037,0.2552083333333333,Yes,Yes,Yes,Yes
dell,234.5,gray,intel,2.5,1920.0,1080.0,windows,ssd,98.89,128.0,14.0,16.0,16.75,0.21712962962962962,0.12213541666666666,Yes,No,Yes,Yes
dell,480.0,black,other,4.2,779.2421706908917,447.9493186708104,windows,ssd,2000.0,2000.0,14.0,64.0,34.285714285714285,1.0715497936782064,0.6159830897940526,Yes,No,No,Yes
lenovo,381.0,gray,intel,2.4,1920.0,1080.0,windows,ssd,98.89,256.0,15.6,12.0,24.423076923076923,0.3527777777777778,0.1984375,Yes,Yes,No,Yes
acer,72.0,black,other,1.6,1366.0,768.0,chrome,ssd,98.89,16.0,11.6,4.0,6.206896551724138,0.09375,0.0527086383601757,Yes,Yes,No,No
dell,307.2,other,intel,2.6,1280.0,720.0,windows,unknown,98.89,240.0,14.0,5.98,21.942857142857143,0.42666666666666664,0.24,Yes,No,Yes,No
dell,300.0,black,intel,1.9,1366.0,768.0,windows,ssd,98.89,500.0,12.5,16.0,24.0,0.390625,0.21961932650073207,Yes,No,Yes,Yes
lenovo,115.0,black,other,2.16,779.2421706908917,447.9493186708104,chrome,ssd,16.0,16.0,11.6,4.0,9.913793103448276,0.2567254714020703,0.14757928192982508,Yes,No,No,Yes
dell,220.0,black,intel,1.7,1920.0,1080.0,windows,other,98.89,256.0,13.3,8.0,16.541353383458645,0.2037037037037037,0.11458333333333333,Yes,Yes,Yes,Yes
hp,281.0,silver,intel,2.9,779.2421706908917,447.9493186708104,windows,ssd,128.0,128.0,14.0,4.0,20.071428571428573,0.62730310838245,0.3606067671502683,Yes,Yes,Yes,Yes
dell,307.2,other,intel,2.6,1280.0,720.0,windows,unknown,98.89,240.0,14.0,5.98,21.942857142857143,0.42666666666666664,0.24,Yes,No,Yes,No
lenovo,51.0,black,intel,1.6,1366.0,768.0,chrome,ssd,16.0,16.0,14.0,4.0,3.642857142857143,0.06640625,0.03733528550512445,Yes,No,Yes,Yes
hp,89.0,other,other,1.1861742242409754,779.2421706908917,447.9493186708104,unknown,ssd,98.89,256.0,9.07658618216591,5.98,9.805448680129459,0.19868319091116743,0.11421353123264724,No,No,No,No
acer,199.0,other,other,2.3,779.2421706908917,447.9493186708104,windows,ssd,256.0,256.0,12.0,8.0,16.583333333333332,0.4442466852957564,0.2553763226437843,Yes,No,Yes,Yes
dell,129.0,other,other,1.1861742242409754,1920.0,1080.0,windows,hdd/ssd,1000.0,205.95,15.6,8.0,8.26923076923077,0.11944444444444445,0.0671875,No,No,No,No
dell,56.0,black,intel,1.6,1366.0,768.0,chrome,emmc,98.89,16.0,11.6,4.0,4.827586206896552,0.07291666666666667,0.040995607613469986,Yes,No,No,No
dell,159.0,black,intel,1.7,779.2421706908917,447.9493186708104,windows,ssd,98.89,2000.0,13.3,16.0,11.954887218045112,0.35495086915590585,0.2040443984942799,No,No,Yes,Yes
dell,120.0,black,intel,3.6,1920.0,1080.0,windows,ssd,256.0,256.0,13.3,8.0,9.022556390977444,0.1111111111111111,0.0625,Yes,Yes,Yes,Yes
dell,300.0,other,other,1.1861742242409754,779.2421706908917,447.9493186708104,unknown,unknown,256.0,256.0,9.07658618216591,256.0,33.05207420268357,0.669718621048879,0.38498943112128287,No,No,No,No
dell,527.0,other,other,1.7,779.2421706908917,447.9493186708104,windows,ssd,98.89,256.0,14.0,16.0,37.642857142857146,1.1764723776425308,0.6762981006697202,No,No,No,No
dell,549.0,gray,intel,1.1,1366.0,768.0,chrome,ssd,32.0,32.0,11.6,4.0,47.327586206896555,0.71484375,0.4019033674963397,Yes,No,Yes,Yes
hp,170.0,silver,intel,2.6,1920.0,1080.0,windows,ssd,8.0,256.0,15.6,8.0,10.897435897435898,0.1574074074074074,0.08854166666666667,Yes,No,Yes,Yes
dell,600.0,black,intel,1.7,1920.0,1080.0,windows,ssd,98.89,512.0,15.6,16.0,38.46153846153846,0.5555555555555556,0.3125,Yes,Yes,No,No
dell,40.0,black,other,2.6,779.2421706908917,447.9493186708104,windows,hdd/ssd,320.0,205.95,14.0,4.0,2.857142857142857,0.08929581613985053,0.05133192414950438,No,No,Yes,No
lenovo,400.0,other,other,2.8,1920.0,1080.0,windows,ssd,512.0,1000.0,14.0,32.0,28.571428571428573,0.37037037037037035,0.20833333333333334,Yes,No,No,Yes
hp,107.56,other,other,1.5,1366.0,768.0,windows,ssd,128.0,128.0,15.6,8.0,6.894871794871795,0.14005208333333333,0.07874084919472914,No,No,No,No
microsoft,625.0,multicolor,other,1.1861742242409754,779.2421706908917,447.9493186708104,unknown,ssd,512.0,512.0,13.5,16.0,46.2962962962963,1.3952471271851645,0.802061314836006,No,Yes,No,No
dell,469.0,silver,nvidia,2.8,3840.0,2160.0,windows,other,98.89,1000.0,15.6,16.0,30.064102564102566,0.21712962962962962,0.12213541666666666,Yes,Yes,Yes,Yes
dell,229.6,gray,other,2.7,779.2421706908917,447.9493186708104,windows,ssd,98.89,128.0,11.6,4.0,19.79310344827586,0.512557984642742,0.29464524461815517,Yes,Yes,Yes,Yes
asus,27.98,white,other,1.6,1366.0,768.0,chrome,ssd,16.0,16.0,11.6,4.0,2.4120689655172414,0.036432291666666665,0.02048316251830161,Yes,No,Yes,Yes
lenovo,155.0,black,other,1.6,1920.0,1080.0,unknown,ssd,256.0,256.0,12.5,8.0,12.4,0.14351851851851852,0.08072916666666667,No,No,No,No
dell,160.0,black,other,2.2,1920.0,1080.0,windows,ssd,98.89,256.0,14.0,8.0,11.428571428571429,0.14814814814814814,0.08333333333333333,No,No,No,No
dell,80.0,other,other,1.1861742242409754,779.2421706908917,447.9493186708104,windows,ssd,250.0,205.95,14.0,5.98,5.714285714285714,0.17859163227970107,0.10266384829900876,No,No,Yes,No
dell,280.0,black,intel,2.6,1366.0,768.0,windows,ssd,512.0,512.0,14.0,8.0,20.0,0.3645833333333333,0.20497803806734993,No,No,No,No
dell,260.0,other,other,2.6,779.2421706908917,447.9493186708104,unknown,ssd,256.0,256.0,14.0,5.98,18.571428571428573,0.5804228049090284,0.3336575069717785,No,No,No,No
dell,399.0,black,intel,2.6,1920.0,1080.0,windows,ssd,256.0,256.0,14.0,8.0,28.5,0.36944444444444446,0.2078125,Yes,No,Yes,Yes
microsoft,799.0,silver,other,4.8,2880.0,1920.0,windows,ssd,256.0,256.0,13.0,16.0,61.46153846153846,0.4161458333333333,0.27743055555555557,Yes,Yes,Yes,Yes
asus,90.0,black,intel,2.2,1024.0,768.0,windows,hdd/ssd,160.0,205.95,15.6,8.0,5.769230769230769,0.1171875,0.087890625,No,No,Yes,Yes
acer,29.0,gray,other,1.0,779.2421706908917,447.9493186708104,chrome,ssd,16.0,16.0,11.6,4.0,2.5,0.06473946670139163,0.037215645008390676,Yes,No,No,No
hp,170.0,black,intel,3.4,779.2421706908917,447.9493186708104,windows,hdd/ssd,1000.0,1000.0,9.07658618216591,16.0,18.72950871485402,0.37950721859436476,0.21816067763539362,No,No,Yes,No
hp,389.0,black,nvidia,2.7,3840.0,2160.0,windows,ssd,98.89,512.0,15.6,16.0,24.935897435897438,0.18009259259259258,0.10130208333333333,Yes,Yes,Yes,Yes
hp,506.0,other,intel,4.0,1920.0,1080.0,windows,ssd,98.89,512.0,15.6,16.0,32.43589743589744,0.4685185185185185,0.2635416666666667,Yes,No,Yes,Yes
asus,600.0,black,nvidia,2.6,3840.0,2160.0,windows,ssd,1000.0,1000.0,15.6,16.0,38.46153846153846,0.2777777777777778,0.15625,Yes,No,Yes,No
lenovo,320.5,black,amd,1.1861742242409754,779.2421706908917,447.9493186708104,windows,ssd,98.89,512.0,14.0,16.0,22.892857142857142,0.7154827268205524,0.41129704224790387,Yes,No,Yes,Yes
acer,199.0,other,other,2.3,779.2421706908917,447.9493186708104,windows,ssd,256.0,256.0,12.0,8.0,16.583333333333332,0.4442466852957564,0.2553763226437843,Yes,No,Yes,Yes
dell,286.8,other,intel,2.6,1280.0,720.0,windows,unknown,98.89,120.0,14.0,5.98,20.485714285714288,0.3983333333333334,0.2240625,No,No,Yes,No
lenovo,550.0,blue,intel,4.7,1920.0,1080.0,windows,ssd,512.0,512.0,15.6,12.0,35.256410256410255,0.5092592592592593,0.2864583333333333,Yes,Yes,No,Yes
samsung,99.0,silver,other,1.1861742242409754,779.2421706908917,447.9493186708104,chrome,unknown,98.89,205.95,9.07658618216591,5.98,10.907184486885578,0.22100714494613008,0.12704651227002334,No,No,No,No
dell,125.0,other,other,1.1861742242409754,779.2421706908917,447.9493186708104,unknown,ssd,98.89,205.95,13.3,5.98,9.398496240601503,0.2790494254370329,0.16041226296720118,No,No,No,No
lenovo,886.0,other,other,1.1861742242409754,779.2421706908917,447.9493186708104,windows,ssd,512.0,512.0,13.3,8.0,66.61654135338345,1.9779023274976892,1.1370021199115221,No,Yes,No,No
lg,675.0,other,other,1.1861742242409754,779.2421706908917,447.9493186708104,windows,unknown,1000.0,1000.0,17.3,32.0,39.017341040462426,1.5068668973599777,0.8662262200228864,No,No,No,No
dell,90.0,black,intel,3.9,1366.0,768.0,unknown,ssd,512.0,512.0,15.6,16.0,5.769230769230769,0.1171875,0.06588579795021962,No,No,No,Yes
dell,126.5,other,intel,2.5,779.2421706908917,447.9493186708104,windows,hdd/ssd,500.0,205.95,15.0,8.0,8.433333333333334,0.2823980185422773,0.1623372101228076,Yes,No,Yes,Yes
acer,430.0,black,amd,2.1,1920.0,1080.0,windows,ssd,256.0,256.0,15.6,8.0,27.564102564102566,0.39814814814814814,0.22395833333333334,No,No,No,No
lenovo,126.56,other,other,1.1861742242409754,779.2421706908917,447.9493186708104,windows,ssd,256.0,256.0,14.0,8.0,9.040000000000001,0.2825319622664871,0.16241420800903186,No,No,No,No
hp,283.8,other,intel,1.8,1920.0,1080.0,windows,other,98.89,256.0,9.07658618216591,16.0,31.267262195738656,0.2627777777777778,0.1478125,Yes,No,Yes,Yes
lenovo,362.2,other,intel,4.2,1920.0,1080.0,windows,ssd,512.0,512.0,13.3,16.0,27.233082706766915,0.3353703703703704,0.18864583333333332,Yes,Yes,Yes,Yes
hp,443.0,other,amd,1.8,779.2421706908917,447.9493186708104,windows,ssd,98.89,1000.0,14.0,32.0,31.642857142857142,0.9889511637488446,0.5685010599557611,Yes,No,No,Yes
acer,506.2,other,amd,2.1,1920.0,1080.0,windows,ssd,98.89,256.0,15.6,8.0,32.44871794871795,0.4687037037037037,0.2636458333333333,No,No,No,Yes
lenovo,400.0,other,other,2.8,1920.0,1080.0,windows,ssd,512.0,1000.0,14.0,32.0,28.571428571428573,0.37037037037037035,0.20833333333333334,Yes,No,No,Yes
lenovo,151.8,other,intel,1.1,1920.0,1200.0,windows,emmc,98.89,64.0,10.3,4.0,14.737864077669903,0.1265,0.07906250000000001,Yes,Yes,Yes,Yes
hp,239.1,other,amd,1.6,1920.0,1080.0,windows,ssd,256.0,256.0,13.3,8.0,17.977443609022554,0.22138888888888889,0.12453125,No,Yes,Yes,Yes
dell,442.8,other,intel,4.6,3840.0,2160.0,windows,ssd,98.89,512.0,13.3,16.0,33.29323308270676,0.20500000000000002,0.1153125,Yes,Yes,Yes,Yes
dell,300.2,other,intel,2.6,1280.0,720.0,windows,unknown,98.89,120.0,14.0,5.98,21.442857142857143,0.41694444444444445,0.23453125,No,No,Yes,No
lenovo,246.8,other,intel,3.0,1366.0,768.0,windows,ssd,98.89,2000.0,14.0,32.0,17.62857142857143,0.32135416666666666,0.18067349926793558,No,No,Yes,No
dell,20.0,black,intel,1.1861742242409754,1366.0,768.0,unknown,ssd,98.89,205.95,11.6,2.0,1.7241379310344829,0.026041666666666668,0.014641288433382138,No,No,No,No
dell,340.0,other,intel,1.9,1366.0,768.0,windows,ssd,1000.0,1000.0,15.6,32.0,21.794871794871796,0.4427083333333333,0.24890190336749635,Yes,No,No,Yes
samsung,49.0,black,intel,1.6,1366.0,768.0,chrome,ssd,16.0,16.0,11.6,2.0,4.224137931034483,0.06380208333333333,0.03587115666178624,Yes,No,Yes,Yes
dell,300.0,other,intel,3.0,1280.0,720.0,windows,unknown,98.89,240.0,14.0,5.98,21.428571428571427,0.4166666666666667,0.234375,No,No,Yes,No
dell,258.5,other,intel,3.0,1280.0,720.0,windows,unknown,98.89,120.0,14.0,5.98,18.464285714285715,0.3590277777777778,0.201953125,No,No,Yes,No
acer,54.0,gray,intel,2.48,1366.0,768.0,chrome,emmc,32.0,32.0,11.6,4.0,4.655172413793103,0.0703125,0.03953147877013177,No,Yes,No,No
asus,31.0,silver,other,1.8,1280.0,800.0,chrome,unknown,16.0,16.0,10.1,4.0,3.0693069306930694,0.03875,0.02421875,No,Yes,No,No
hp,355.8,other,intel,4.6,1920.0,1080.0,windows,ssd,98.89,512.0,13.3,16.0,26.75187969924812,0.32944444444444443,0.18531250000000002,Yes,Yes,Yes,Yes
hp,8.99,black,other,1.1861742242409754,779.2421706908917,447.9493186708104,unknown,unknown,98.89,205.95,9.07658618216591,5.98,0.9904604902737509,0.020069234677431408,0.01153684995260111,No,No,No,No
dell,376.0,other,nvidia,2.6,1280.0,720.0,windows,unknown,98.89,240.0,14.0,5.98,26.857142857142858,0.5222222222222223,0.29375,No,No,Yes,No
dell,750.0,gray,other,1.7,1920.0,1080.0,windows,ssd,256.0,256.0,14.0,8.0,53.57142857142857,0.6944444444444444,0.390625,Yes,Yes,Yes,Yes
acer,49.5,other,other,1.1861742242409754,779.2421706908917,447.9493186708104,chrome,unknown,98.89,205.95,10.2,5.98,4.852941176470589,0.11050357247306504,0.06352325613501167,No,No,No,No
asus,3668.0,other,nvidia,1.1861742242409754,2560.0,1600.0,windows,ssd,2000.0,2000.0,18.0,32.0,203.77777777777777,2.2925,1.4328125,Yes,No,No,Yes
hp,94.94,other,amd,2.0,1366.0,768.0,windows,ssd,1000.0,120.0,15.6,5.98,6.085897435897436,0.12361979166666666,0.069502196193265,Yes,No,Yes,Yes
dell,318.2,other,nvidia,2.6,1280.0,720.0,windows,unknown,98.89,120.0,14.0,5.98,22.728571428571428,0.4419444444444444,0.24859375,No,No,Yes,No
hp,593.5,other,intel,1.1861742242409754,1920.0,1080.0,windows,ssd,512.0,512.0,15.6,8.0,38.044871794871796,0.549537037037037,0.30911458333333336,Yes,No,No,Yes
hp,227.8,other,other,1.1861742242409754,779.2421706908917,447.9493186708104,windows,ssd,98.89,1000.0,13.0,5.98,17.523076923076925,0.5085396729164489,0.2923353080314275,Yes,Yes,Yes,Yes
acer,63.25,other,other,1.4,779.2421706908917,447.9493186708104,chrome,ssd,2.0,16.0,11.6,5.98,5.452586206896552,0.14119900927113865,0.0811686050614038,Yes,No,Yes,Yes
lenovo,170.9,other,other,1.6,1366.0,768.0,windows,ssd,98.89,256.0,15.6,8.0,10.955128205128206,0.22252604166666667,0.12510980966325036,No,No,Yes,Yes
lenovo,67.5,other,other,1.9,779.2421706908917,447.9493186708104,unknown,hdd/ssd,500.0,205.95,14.0,5.98,4.821428571428571,0.15068668973599778,0.08662262200228864,No,No,No,Yes
dell,110.0,blue,intel,2.6,1366.0,768.0,windows,ssd,128.0,128.0,12.0,8.0,9.166666666666666,0.14322916666666666,0.08052708638360176,Yes,No,Yes,No
hp,50.0,purple,other,1.6,779.2421706908917,447.9493186708104,windows,ssd,98.89,32.0,11.6,4.0,4.310344827586207,0.11161977017481317,0.06416490518688048,No,No,No,No
dell,109.94,other,other,1.1861742242409754,1366.0,768.0,windows,hdd/ssd,500.0,205.95,14.0,8.0,7.852857142857142,0.14315104166666667,0.08048316251830161,No,No,No,No
dell,150.0,other,other,2.5,779.2421706908917,447.9493186708104,linux,ssd,256.0,256.0,15.6,5.98,9.615384615384615,0.3348593105244395,0.19249471556064143,No,No,No,No
hp,114.94,black,other,1.1,1366.0,768.0,windows,hdd/ssd,500.0,205.95,15.6,4.0,7.3679487179487175,0.14966145833333333,0.08414348462664714,No,No,No,No
lenovo,139.2,other,other,2.4,779.2421706908917,447.9493186708104,windows,ssd,98.89,120.0,12.5,5.98,11.136,0.3107494401666798,0.17863509604027522,No,No,No,No
lenovo,50.0,other,other,1.1861742242409754,779.2421706908917,447.9493186708104,unknown,unknown,3.0,205.95,14.0,3.0,3.5714285714285716,0.11161977017481317,0.06416490518688048,No,No,No,No
dell,99.0,other,other,1.6,1280.0,800.0,unknown,hdd/ssd,98.89,205.95,12.1,3.0,8.181818181818182,0.12375,0.07734375,No,No,No,No
asus,229.0,other,other,1.1861742242409754,779.2421706908917,447.9493186708104,unknown,unknown,98.89,205.95,9.07658618216591,5.98,25.229749974715123,0.5112185474006443,0.2938752657559126,No,No,No,No
dell,79.94,gray,intel,2.7,1366.0,768.0,windows,ssd,240.0,256.0,15.6,8.0,5.124358974358974,0.10408854166666666,0.0585212298682284,Yes,No,Yes,Yes
