Brand,Price,Color,Features,Condition,Condition Description,Seller Note,GPU,Processor,Processor Speed,Type,Display Width,Display Height,OS,Storage Type,Hard Drive Capacity,SSD Capacity,Screen Size (inch),Ram Size
lenovo,619.0,black,"10/100 LAN Card,  Touchscreen,  Wi-Fi,  Bluetooth",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel core i5 6th generation,3.0,notebook/laptop,779.2421706908917,447.94931867081044,windows,ssd,98.89,480.0,14.0,5.98
dell,299.8,other,"10/100 LAN Card, Backlit Keyboard, Bluetooth, Built-in Microphone, Built-in Webcam",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.","work from home. good screen. hdmi, usb 3.0, webcam, bluetooth, wireless !!!",intel,intel core i5-6300u (6th gen),2.4,other,1920.0,1080.0,windows,hdd/ssd,250.0,205.95,14.0,8.0
dell,377.2,black,"10/100 LAN Card, Wi-Fi, SD Card Reader",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel core i5 4th generation,2.6,notebook/laptop,1280.0,720.0,windows,unknown,98.89,240.0,14.0,5.98
dell,414.2,black,"10/100 LAN Card, Wi-Fi, SD Card Reader, Bluetooth",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel core i5 4th generation,2.6,notebook/laptop,1280.0,720.0,windows,unknown,98.89,480.0,14.0,5.98
dell,534.0,other,"Webcam integrated,  Wi-Fi,  Player SD,  Bluetooth",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,amd,intel core i5 4th generation,3.0,notebook/laptop,1280.0,720.0,windows,unknown,98.89,480.0,15.6,5.98
lenovo,200.0,black,"Bluetooth, Built-in Webcam, Wi-Fi, 10/100 LAN Card, Backlit Keyboard, Built-in Microphone",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel core i5 6th generation,2.4,notebook/laptop,1920.0,1080.0,windows,ssd,512.0,512.0,14.0,8.0
dell,775.5,silver,Webcam integrated,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,amd,intel core i5 4th generation,1.1861742242409754,notebook/laptop,1280.0,720.0,windows,unknown,98.89,2000.0,15.6,5.98
lenovo,442.8,other,"Touch ID,  10/100 LAN Card,  Bluetooth,  Double battery,  Webcam integrated,  Wi-Fi",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel core i5 4th generation,1.99,notebook/laptop,1280.0,720.0,windows,ssd,98.89,240.0,12.5,5.98
lenovo,519.0,black,No specifications,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel core i5 6th generation,1.1861742242409754,notebook/laptop,1920.0,1080.0,windows,unknown,98.89,120.0,14.0,5.98
lg,92.6,other,No specifications,Undefined,Undefined,undefined,other,undefined,1.1861742242409754,other,779.2421706908917,447.94931867081044,unknown,unknown,98.89,205.95,15.6,5.98
dell,282.8,other,"10/100 LAN Card, Wi-Fi, SD Card Reader",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel core i5 4th generation,2.6,notebook/laptop,1280.0,720.0,windows,unknown,98.89,240.0,14.0,5.98
lg,92.9,other,No specifications,New,"A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.",undefined,other,not applicable,1.1861742242409754,other,779.2421706908917,447.94931867081044,unknown,unknown,98.89,205.95,9.07658618216591,5.98
dell,494.2,other,"10/100 LAN Card,  Wi-Fi,  SD Card Reader",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel core i5 5th generation,2.7,notebook/laptop,1280.0,720.0,windows,unknown,98.89,960.0,14.0,5.98
acer,21.88,other,No specifications,For parts or not working,"An item that does not function as intended and is not fully operational. This includes items that are defective in ways that render them difficult to use, items that require service or repair, items that are locked or can't be activated, or items missing essential components. See the seller's listing for full details.",undefined,other,intel pentium,1.1861742242409754,other,779.2421706908917,447.94931867081044,unknown,unknown,98.89,205.95,14.0,5.98
lenovo,624.0,gray,Webcam integrated,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel core i3 10th generation,1.1861742242409754,other,1920.0,1080.0,windows,unknown,98.89,240.0,15.6,5.98
dell,281.2,other,"10/100 LAN Card, Wi-Fi, SD Card Reader",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel core i5 4th generation,2.6,notebook/laptop,1280.0,720.0,windows,unknown,98.89,240.0,14.0,5.98
acer,64.9,other,No specifications,New,"A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.",undefined,other,not applicable,1.1861742242409754,other,779.2421706908917,447.94931867081044,unknown,unknown,98.89,205.95,9.07658618216591,5.98
lenovo,565.0,gray,"Webcam integrated, Wi-Fi, Water resistant, Bluetooth",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel core i3 10th generation,1.49,notebook/laptop,1920.0,1080.0,windows,ssd,98.89,240.0,15.6,5.98
