Brand,Price,Color,Features,Condition,Condition Description,Seller Note,GPU,Processor,Processor Speed,Type,Display Width,Display Height,OS,Storage Type,Hard Drive Capacity,SSD Capacity,Screen Size (inch),Ram Size
dell,349.0,blue,"Backlit Keyboard,  Bluetooth,  Built-in Microphone,  Built-in Webcam,  Touchscreen,  Wi-Fi",Very Good - Refurbished,"The item shows minimal wear and is backed by a one year warranty. It is fully functional and has been professionally refurbished, inspected and cleaned to very good condition by qualified sellers. The item includes original or new accessories and will come in new generic packaging. See the seller's listing for full details.",base is missing one rubber foot.,intel,intel core i5 10th generation,1.2,notebook/laptop,1920.0,1080.0,windows,ssd,98.89,512.0,15.6,12.0
hp,120.0,silver,"Wi-Fi,  Bluetooth,  Built-in Microphone,  Built-in Webcam,  Multi-Touch Trackpad",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,amd,amd e-series,1.8,notebook/laptop,1920.0,1080.0,windows,ssd,512.0,512.0,14.0,8.0
hp,100.0,white,"Touchscreen, Built-in Webcam, Wi-Fi",Undefined,Undefined,undefined,intel,intel celeron,1.1,notebook/laptop,1366.0,768.0,chrome,emmc,4.0,32.0,14.0,4.0
lg,499.0,white,"Bluetooth, Built-in Webcam, Built-in Microphone, Wi-Fi",Undefined,Undefined,undefined,intel,intel core i5 8th generation,3.0,notebook/laptop,1920.0,1200.0,windows,ssd,256.0,256.0,14.0,8.0
lenovo,56.0,other,No specifications,Undefined,Undefined,undefined,other,mediatek,2.1,other,1366.0,768.0,chrome,emmc,98.89,32.0,11.6,4.0
asus,196.1,other,No specifications,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",see description for item grade,other,undefined,1.1861742242409754,other,779.2421706908917,447.94931867081044,unknown,unknown,98.89,205.95,9.07658618216591,5.98
asus,138.0,other,"10/100 LAN Card,  Built-in Microphone,  Built-in Webcam,  Multi-Touch Trackpad",For parts or not working,"An item that does not function as intended and is not fully operational. This includes items that are defective in ways that render them difficult to use, items that require service or repair, items that are locked or can't be activated, or items missing essential components. See the seller's listing for full details.","hardware - this device is missing multiple parts. missing; storage, memory, a battery, and backplate screws. cosmetic - this screen is cracked! there is scuffing & wear and tear on the both sides of the laptop casing.conditon - purchase for parts only!",other,intel core i3-1220p,1.1861742242409754,notebook/laptop,779.2421706908917,447.94931867081044,unknown,hdd/ssd,98.89,205.95,17.3,5.98
acer,129.0,black,"Touchscreen, Bluetooth, Built-in Webcam, Tablet PC, Backlit Keyboard, Built-in Microphone",Undefined,Undefined,undefined,other,intel celeron n,2.48,notebook/laptop,1366.0,768.0,chrome,hdd/ssd,32.0,205.95,11.6,4.0
dell,160.0,black,Rugged,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.","dell latitude 5404 rugged 14 -inch hd touch screen, core i5-4310u 2.0ghz, 8gb ram, 256gb ssd, windows 10 pro 64bit, ac",intel,intel core i5 4th generation,1.1861742242409754,notebook/laptop,1920.0,1080.0,windows,ssd,8.0,205.95,14.0,8.0
dell,21.95,other,"Built-in Microphone, Built-in Webcam, Optical Drive",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.","listing is for dell inspiron 1501 15.4"" memory has been upgraded to 4gb (pc2-6400). original hard drive has been removed and installed 500gb drive. it has clean install of windows 10 home (latest version 22h2 with all latest updates and drivers). palmrest and left mouse click have some where. some keyboard keys don't work. battery is still holding charge. it doesn't come with ac adapter.",amd,amd turion 64,2.0,notebook/laptop,1280.0,800.0,windows,hdd/ssd,500.0,180.0,15.4,4.0
dell,199.0,silver,"Backlit Keyboard,  Bluetooth,  Built-in Microphone,  Built-in Webcam,  Touch ID,  Wi-Fi",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,other,intel core i5-10310u,1.7,notebook/laptop,779.2421706908917,447.94931867081044,windows,ssd,512.0,512.0,15.6,16.0
hp,190.0,silver,No specifications,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",great condition,intel,intel core i5 7th generation,1.1861742242409754,notebook/laptop,779.2421706908917,447.94931867081044,windows,ssd,256.0,256.0,15.0,16.0
dell,200.0,blue,"Multi-Touch Trackpad, Wi-Fi, Touchscreen, Built-in Webcam, Built-in Microphone, Bluetooth, Backlit Keyboard, 10/100 LAN Card, Convertible 2-in-1 Laptop/Tablet",Undefined,Undefined,undefined,intel,intel celeron,1.1861742242409754,notebook/laptop,1366.0,768.0,windows,hdd/ssd,98.89,205.95,11.6,5.98
dell,324.0,other,"10/100 LAN Card, Wi-Fi, SD Card Reader",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel core i5 5th generation,2.7,notebook/laptop,1280.0,720.0,windows,unknown,98.89,240.0,14.0,5.98
microsoft,75.0,other,No specifications,For parts or not working,"An item that does not function as intended and is not fully operational. This includes items that are defective in ways that render them difficult to use, items that require service or repair, items that are locked or can't be activated, or items missing essential components. See the seller's listing for full details.",microsoft surface 1724 locked with password no power,other,undefined,1.1861742242409754,other,779.2421706908917,447.94931867081044,unknown,unknown,98.89,205.95,9.07658618216591,5.98
microsoft,570.0,black,Touchscreen,Undefined,Undefined,undefined,other,microsoft sq2,3.0,notebook/laptop,2880.0,1920.0,windows,ssd,98.89,256.0,13.0,16.0
dell,154.0,black,"Bluetooth, Built-in Webcam, Widescreen Display, Wi-Fi, 10/100 LAN Card, Multi-Touch Trackpad, Backlit Keyboard, Built-in Microphone",Undefined,Undefined,undefined,intel,intel celeron n,2.8,notebook/laptop,1366.0,768.0,chrome,emmc,16.0,16.0,11.6,4.0
hp,189.8,other,No specifications,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",see description for item grade,other,undefined,1.1861742242409754,other,779.2421706908917,447.94931867081044,unknown,unknown,98.89,205.95,9.07658618216591,5.98
samsung,63.25,other,No specifications,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",see description for item grade,other,undefined,1.1861742242409754,other,779.2421706908917,447.94931867081044,unknown,unknown,98.89,205.95,9.07658618216591,5.98
dell,292.2,other,"10/100 LAN Card, Wi-Fi",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel core i5 3rd generation,3.0,notebook/laptop,1280.0,720.0,windows,unknown,98.89,120.0,14.0,5.98
lenovo,391.0,other,"Touch ID,  10/100 LAN Card,  Wi-Fi,  Backlit Keyboard,  Bluetooth",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel core i7 7th generation,3.5,notebook/laptop,1920.0,1080.0,windows,unknown,98.89,240.0,14.0,5.98
lenovo,714.5,other,"Webcam integrated,  Wi-Fi,  Bluetooth",New,"A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.",undefined,intel,intel core i5 ​​12th generation,4.0,notebook/laptop,1920.0,1080.0,windows,ssd,98.89,256.0,15.6,5.98
hp,50.0,other,No specifications,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",for parts or repair,other,amd a10,1.1861742242409754,notebook/laptop,779.2421706908917,447.94931867081044,windows,unknown,98.89,205.95,15.0,5.98
hp,939.5,silver,"Backlit Keyboard,  Bluetooth,  Built-in Microphone,  Built-in Webcam,  Touchscreen,  Wi-Fi",Certified - Refurbished,"The item is in a pristine, like-new condition. It has been professionally inspected, cleaned, and refurbished by the manufacturer or a manufacturer-approved vendor to meet manufacturer specifications. The item will be in new packaging with original or new accessories. See the seller's listing for full details.","we are hp authorized reseller . hp factory certified refurb unit and comes with 2 year allstate warranty (valid in usa only). this does not have optical drive, dvdrw.",nvidia,intel core i7 13th generation,5.0,notebook/laptop,1920.0,1080.0,windows,ssd,98.89,1000.0,9.07658618216591,32.0
hp,115.0,black,"Bluetooth,  Built-in Webcam,  Widescreen Display,  Wi-Fi,  Multi-Touch Trackpad,  Backlit Keyboard,  Built-in Microphone",For parts or not working,"An item that does not function as intended and is not fully operational. This includes items that are defective in ways that render them difficult to use, items that require service or repair, items that are locked or can't be activated, or items missing essential components. See the seller's listing for full details.","these units have only been tested for power and to make sure that the lcd was functioning and good. some of these devices are missing keys, some have bad batteries, and a few are locked to enterprise accounts. refer to the pictures for more details. will ship in brown generic boxes with the proper packaging. used condition. contact me with any questions. chargers not included power up, good lcd.",intel,intel celeron,2.16,notebook/laptop,1366.0,768.0,chrome,ssd,16.0,16.0,11.6,4.0
hp,300.0,other,No specifications,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",this laptop has been tested and is in good working order. the unit may show minor cosmetic scratches and scuffs from normal use. these minor scratches do not affect the functionality of the laptop. power cables and additional accessories are not included. this listing is for the laptop only,intel,i5-10210u,2.1,other,1920.0,1080.0,unknown,ssd,98.89,256.0,9.07658618216591,16.0
microsoft,60.0,silver,No specifications,For parts or not working,"An item that does not function as intended and is not fully operational. This includes items that are defective in ways that render them difficult to use, items that require service or repair, items that are locked or can't be activated, or items missing essential components. See the seller's listing for full details.","for parts, windows 10 home installed, screen is functional but has a scratch towards the center of the screen, battery is bad",other,intel core i5-6300u,1.1861742242409754,notebook/laptop,779.2421706908917,447.94931867081044,windows,ssd,98.89,256.0,9.07658618216591,8.0
lenovo,115.0,gray,"Touchscreen, Bluetooth, Built-in Webcam, Built-in Microphone",Undefined,Undefined,undefined,intel,intel celeron n,1.1,notebook/laptop,1366.0,768.0,chrome,emmc,32.0,205.95,11.6,4.0
lenovo,300.0,silver,Touch ID,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.","used. unit has some scratches and scrapes from use. unit has some glossing from use, otherwise in decent shape.",other,amd ryzen 5 5500u,2.1,notebook/laptop,1920.0,1080.0,windows,ssd,16.0,476.0,14.0,16.0
dell,279.5,other,"10/100 LAN Card, Wi-Fi, SD Card Reader",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel core i5 4th generation,2.6,notebook/laptop,1280.0,720.0,windows,unknown,98.89,240.0,14.0,5.98
samsung,46.0,other,No specifications,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.","fully tested and fully working , includes charger, ships in bulk packaging",other,intel celeron,1.1861742242409754,other,779.2421706908917,447.94931867081044,unknown,unknown,98.89,16.0,11.6,5.98
dell,119.0,black,"Card Reader, UltraBook, LCD Backlight Technology (WLED Backlight), NVMe SSD, Portable, Intel Turbo Boost Technology 2.0, ExpressCharge, Built-in Speakers, Anti-glare HD LED Display, Backlit Keyboard, Bluetooth, Built-in Microphone, Built-in Webcam, Multi-Touch Trackpad, Widescreen Display, Wi-Fi",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",includes ac adapter.,intel,intel core i5-4200u,1.9,notebook/laptop,1920.0,1080.0,unknown,hdd/ssd,98.89,205.95,14.0,8.0
hp,110.0,silver,"Bluetooth, Built-in Webcam, Wi-Fi, Multi-Touch Trackpad, Backlit Keyboard, Built-in Microphone",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,i5,2.4,notebook/laptop,1366.0,768.0,windows,hdd/ssd,500.0,205.95,15.6,8.0
dell,303.0,other,No specifications,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel core i5 4th generation,1.1861742242409754,notebook/laptop,1280.0,720.0,windows,unknown,98.89,120.0,14.0,5.98
dell,400.0,black,"Built-in Webcam, Built-in Microphone, Backlit Keyboard, Bluetooth, Wi-Fi, Multi-Touch Trackpad, Touchscreen, Widescreen Display",Undefined,Undefined,undefined,other,undefined,1.1861742242409754,notebook/laptop,1920.0,1280.0,windows,ssd,512.0,512.0,13.0,16.0
dell,749.0,gray,"Backlit Keyboard, Bluetooth, Built-in Microphone, Built-in Webcam, Wi-Fi",Open box,"An item in excellent, new condition with no wear. The item may be missing the original packaging or protective wrapping, or may be in the original packaging but not sealed. The item includes original accessories. The item may be a factory second. See the seller's listing for full details and description.","refurbished by dell, like new condition. 3-year dell warranty. comes with charger.",intel,intel core i5 13th generation,1.1861742242409754,notebook/laptop,1920.0,1200.0,windows,ssd,98.89,256.0,16.0,16.0
lenovo,163.2,black,"Bluetooth,  Built-in Microphone,  Built-in Webcam,  Optical Drive",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",these lenovo thinkpad t530 are in great shape and fully tested. fresh installation of win 10 pro and office are installed activated. what you see is what you will receive. no warranty on batteries life.,intel,intel core i5 3rd generation,2.6,other,1600.0,900.0,windows,hdd/ssd,500.0,205.95,15.6,8.0
dell,240.0,black,Rugged,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.","dell latitude 5414 rugged 14 -inch hd, core i5-6300u 2.4ghz, 8gb ram, 256gb ssd, windows 10 pro 64bit, cam",intel,intel core i5 6th generation,2.4,notebook/laptop,1920.0,1080.0,windows,ssd,8.0,205.95,14.0,8.0
hp,69.9,other,No specifications,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.","this laptop has been tested and is in good working order, however, the ""m"" key is missing and will need to be replaced. the unit shows minor cosmetic scratches and scuffs from normal use. these minor scratches do not affect the functionality of the laptop. power cables and additional accessories are not included. this listing is for the laptop only",other,a10-8730b,2.4,other,1920.0,1080.0,unknown,ssd,98.89,256.0,13.9,8.0
hp,479.5,gray,"Backlit Keyboard, Bluetooth, Built-in Microphone, Built-in Webcam, Convertible 2-in-1 Laptop/Tablet, Touchscreen, Wi-Fi",Certified - Refurbished,"The item is in a pristine, like-new condition. It has been professionally inspected, cleaned, and refurbished by the manufacturer or a manufacturer-approved vendor to meet manufacturer specifications. The item will be in new packaging with original or new accessories. See the seller's listing for full details.",no pen. it is factory certified refurb unit in hp sealed box. comes with 2 year allstate warranty (valid in usa only). pen not included.,intel,intel core i5 13th generation,4.6,notebook/laptop,1920.0,1080.0,windows,ssd,98.89,256.0,15.6,8.0
dell,1900.0,black,Rugged,Excellent - Refurbished,"The item is in like-new condition, backed by a one year warranty. It has been professionally refurbished, inspected and cleaned to excellent condition by qualified sellers. The item includes original or new accessories and will come in new generic packaging. See the seller's listing for full details.",the laptop is manufacturer refurbished directly from dell with a fully transferrable warranty.,intel,intel core i7 11th generation,1.8,notebook/laptop,1920.0,1080.0,windows,ssd,1000.0,1000.0,14.0,32.0
lenovo,393.2,other,"Touch ID,  10/100 LAN Card,  Wi-Fi,  Backlit Keyboard,  Bluetooth",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel core i5 6th generation,2.8,notebook/laptop,1920.0,1080.0,windows,unknown,98.89,480.0,14.0,5.98
dell,300.2,other,"10/100 LAN Card, Wi-Fi, SD Card Reader",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,nvidia,intel core i5 4th generation,2.6,notebook/laptop,1280.0,720.0,windows,unknown,98.89,120.0,14.0,5.98
lenovo,500.0,other,No specifications,Open box,"An item in excellent, new condition with no wear. The item may be missing the original packaging or protective wrapping, or may be in the original packaging but not sealed. The item includes original accessories. The item may be a factory second. See the seller's listing for full details and description.","the item is in excellent condition. the item may be missing the original packaging or protective wrapping, or may be in the original packaging but not sealed. the item includes original accessories.",other,amd ryzen 5 5500u,1.1861742242409754,other,779.2421706908917,447.94931867081044,windows,unknown,98.89,205.95,9.07658618216591,5.98
dell,899.0,multicolor,"Wi-Fi,Bluetooth,Built-in Webcam,Touchscreen,Built-in Microphone",Certified - Refurbished,"The item is in a pristine, like-new condition. It has been professionally inspected, cleaned, and refurbished by the manufacturer or a manufacturer-approved vendor to meet manufacturer specifications. The item will be in new packaging with original or new accessories. See the seller's listing for full details.",2 years all-state warranty. like new condition. 2 years all-state warranty,nvidia,intel core i7 13th generation,1.1861742242409754,notebook/laptop,1920.0,1200.0,windows,other,98.89,1000.0,16.0,16.0
lenovo,200.0,other,No specifications,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,other,intel core 2 duo,2.4,notebook/laptop,779.2421706908917,447.94931867081044,windows,unknown,160.0,205.95,14.1,5.98
dell,360.0,gray,"Backlit Keyboard, Bluetooth, Built-in Microphone, Built-in Webcam, Convertible 2-in-1 Laptop/Tablet, Multi-Touch Trackpad, Touchscreen, Wi-Fi",Excellent - Refurbished,"The item is in like-new condition, backed by a one year warranty. It has been professionally refurbished, inspected and cleaned to excellent condition by qualified sellers. The item includes original or new accessories and will come in new generic packaging. See the seller's listing for full details.",undefined,intel,intel core i5 8th generation,1.6,notebook/laptop,1920.0,1080.0,windows,ssd,98.89,512.0,13.3,16.0
hp,259.0,red,"Bluetooth, Built-in Webcam, Wi-Fi, Built-in Microphone",Undefined,Undefined,undefined,intel,intel pentium n-series,1.8,notebook/laptop,779.2421706908917,447.94931867081044,windows,ssd,128.0,128.0,15.6,4.0
hp,179.0,other,"Bluetooth,  Built-in Microphone,  Built-in Webcam,  Optical Drive,  Wi-Fi",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",fully installed and upgraded in perfect working order.,other,intel® core™ i5 i5-5200u,2.2,notebook/laptop,1366.0,768.0,windows,hdd/ssd,750.0,205.95,15.6,8.0
lenovo,231.0,black,"Backlit Keyboard, Bluetooth, Built-in Microphone, Built-in Webcam",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel core i5 11th generation,2.4,notebook/laptop,1920.0,1080.0,windows,ssd,512.0,256.0,14.0,16.0
dell,1050.0,silver,Wi-Fi,Excellent - Refurbished,"The item is in like-new condition, backed by a one year warranty. It has been professionally refurbished, inspected and cleaned to excellent condition by qualified sellers. The item includes original or new accessories and will come in new generic packaging. See the seller's listing for full details.","the laptop is ""refurbished like new"" directly from dell with a fully transferrable warranty. according to bios the laptop was manufactured on 6-16-2022.",intel,intel core i7 11th generation,2.8,notebook/laptop,1920.0,1080.0,windows,ssd,256.0,256.0,15.6,16.0
microsoft,158.1,other,"LTE, Wi-Fi",Undefined,Undefined,undefined,other,intel core i5 11th generation,1.1861742242409754,other,2880.0,1920.0,windows,unknown,512.0,512.0,9.07658618216591,512.0
dell,200.0,black,"Designed as a small,  portable,  and mainstream business-class notebook,  the 13.3"" Latitude 5300 Laptop from Dell is allows you to run mul,  Ethernet,  Headphone/Microphone Combo Port,  2x USB 3.1,  1x USB-C
•	Built-In 720p Webcam,  Mics,  and Speakers
•	Wi-Fi 5 (802.11ac) | Bluetooth 5.0
•	Windows 10 Pr",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",these laptops are in excellent working and cosmetic condition. comes with good battery and ac adapter. please send us a message if you have any questions.,other,intel core i5-8365u,1.6,notebook/laptop,1920.0,1080.0,windows,ssd,512.0,512.0,13.3,16.0
dell,380.0,silver,"Touchscreen, Bluetooth, Built-in Webcam, Wi-Fi, Backlit Keyboard, Built-in Microphone",Undefined,Undefined,undefined,amd,amd ryzen 5,4.3,notebook/laptop,1920.0,1080.0,windows,ssd,512.0,512.0,14.0,16.0
hp,79.94,black,Bluetooth,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.","total of two (2), these units are in excellent working condition, with chargers included",other,intel celeron n,2.16,other,779.2421706908917,447.94931867081044,chrome,emmc,16.0,16.0,11.6,16.0
hp,325.0,silver,"Bluetooth, Built-in Microphone, Wi-Fi, Widescreen Display, Built-in Webcam",New,"A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.",undefined,intel,intel core i3-1115g4,4.1,notebook/laptop,1366.0,768.0,windows,ssd,256.0,256.0,15.6,8.0
dell,298.8,other,"10/100 LAN Card,  Wi-Fi,  SD Card Reader",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,nvidia,intel core i5 4th generation,2.6,notebook/laptop,1280.0,720.0,windows,unknown,98.89,240.0,14.0,5.98
dell,352.0,other,No specifications,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel core i5 4th generation,1.1861742242409754,notebook/laptop,1280.0,720.0,windows,unknown,98.89,240.0,14.0,5.98
dell,294.0,other,No specifications,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,nvidia,intel core i5 4th generation,1.1861742242409754,notebook/laptop,1280.0,720.0,windows,unknown,98.89,120.0,14.0,5.98
hp,44.0,other,Bluetooth,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",fully tested and fully working. ships with charger.,intel,intel celeron n,1.6,other,1366.0,768.0,chrome,ssd,32.0,32.0,11.6,4.0
acer,550.0,gray,"Wi-Fi, Touchscreen",Undefined,Undefined,undefined,other,intel core i7 12th generation,1.1861742242409754,notebook/laptop,779.2421706908917,447.94931867081044,windows,ssd,12.0,512.0,15.6,12.0
hp,300.0,silver,"10/100 LAN Card, Backlit Keyboard, Bluetooth, Built-in Microphone, Built-in Webcam, Optical Drive, Widescreen Display, Wi-Fi",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel core i7 8th generation,4.3,notebook/laptop,1920.0,1080.0,windows,ssd,256.0,256.0,15.6,16.0
samsung,175.0,silver,Wi-Fi,Undefined,Undefined,undefined,intel,qualcomm snapdragon 7c,2.5,notebook/laptop,1920.0,1080.0,windows,ssd,98.89,128.0,14.0,4.0
lenovo,309.2,other,"10/100 LAN Card,  Wi-Fi,  Bluetooth",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel core duo t2300,1.99,notebook/laptop,1280.0,720.0,windows,unknown,98.89,960.0,14.1,5.98
dell,334.5,other,"10/100 LAN Card, Wi-Fi, SD Card Reader",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel core i5 5th generation,2.7,notebook/laptop,1280.0,720.0,windows,unknown,98.89,120.0,14.0,5.98
dell,349.8,other,No specifications,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel core i5 3rd generation,1.1861742242409754,other,1280.0,720.0,windows,unknown,98.89,120.0,14.0,5.98
lenovo,340.2,other,"10/100 LAN Card, Wi-Fi, Bluetooth",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel core duo t2300,1.99,notebook/laptop,1280.0,720.0,windows,unknown,98.89,960.0,14.1,5.98
lenovo,119.0,black,"Built-in Microphone,  Built-in Webcam",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.","good condition. very good performance, the battery health is good, the power adapter is included, and freshly installed windows 10 pro, 14"" fhd (1920x1080), anti-glare.",intel,"6300u,  core i5",2.4,notebook/laptop,1920.0,1080.0,windows,ssd,98.89,128.0,14.0,12.0
dell,377.5,other,"10/100 LAN Card,  Wi-Fi",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel core i5 3rd generation,3.0,notebook/laptop,1280.0,720.0,windows,ssd,98.89,480.0,14.0,5.98
dell,260.8,other,"10/100 LAN Card,  Wi-Fi",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel core i5 3rd generation,3.0,notebook/laptop,1280.0,720.0,windows,unknown,98.89,120.0,14.0,5.98
hp,509.5,black,"Bluetooth, Built-in Microphone, Built-in Webcam, Wi-Fi, Fingerprint Reader",Certified - Refurbished,"The item is in a pristine, like-new condition. It has been professionally inspected, cleaned, and refurbished by the manufacturer or a manufacturer-approved vendor to meet manufacturer specifications. The item will be in new packaging with original or new accessories. See the seller's listing for full details.",we are hp authorized reseller . it is factory certified refurbished unit and comes with 1 year allstate warranty.,amd,amd ryzen 7 5825u,4.5,notebook/laptop,1920.0,1080.0,windows,ssd,98.89,512.0,9.07658618216591,16.0
asus,199.9,black,No specifications,Undefined,Undefined,undefined,other,intel celeron n,1.1861742242409754,notebook/laptop,1366.0,768.0,windows,emmc,128.0,128.0,11.6,128.0
